Item_ID	Sentence	Context	HasPrecedingContent	HasFollowingContent	IsInDisfluency	HasMoreThanOneOr	HasHedge	containsNumber	eitherPresent	orNotPresent	sentenceHasVP	head	maunalHedge
127492:21	do you do it at home or a club	###It keeps me pretty busy , E_S ###but it 's not really the kind of exercise that -N4008B7 gets your heart rate going . E_S ###SpeakerA5*t5 . ###Right . E_S ###SpeakerB6*t6 . ###And , uh , you know , it really , E_S ###exercise is so important . E_S ###SpeakerA7*t7 . ###It is -NONE- . E_S ###SpeakerB8*t8 . ###And I realize that . E_S ###SpeakerA9*t9 . ###\[ That 's , \+ that 's \] the way -NONE- I feel -N400AED . E_S ###I 'm used to -N400BA7 being in pretty good shape because when I was in high school -N400BDE I stayed in pretty good shape , played a little basketball and stuff like that , E_S ###but I 've got , E_S ###now , I 'm in college E_S ###and I go to school during the day and work at night . E_S ###I can tell that I 've not really done a whole lot . E_S ###SpeakerB10*t10 . ###When you , uh , exercise -N400F54 , what do you do -N400F6F . E_S 	yes	yes	no	no	no	no	no	no	yes	SQ	no
127532:70	by the time i get home --n401b1a, all i want --n401b35 to do --n401b44 is just collapse or sit down at my computer	###yeah E_S ###and that 's not bad . E_S ###SpeakerA17*t17 . ###Oh , really . E_S ###SpeakerB18*t18 . ###That 's pretty upbeat , E_S ###so , you know , \[ I , \+ every once in a while I 'll \] put the cassette in and go with it . E_S ###SpeakerA19*t19 . ###Right . E_S ###SpeakerB20*t20 . ###Not often enough -NONE- to have a routine . E_S ###SpeakerA21*t21 . ###Right . E_S ###I 'll , E_S ###SpeakerB22*t22 . ###My little Schnauzer wishes -NONE- I would get out and walk with her . E_S ###SpeakerA23*t23 . ###Oh , really . E_S ###SpeakerB24*t24 . ###But , uh , I do n't know , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
127545:21	and i'd ride about two or three miles a day,	###I 'll , E_S ###SpeakerB22*t22 . ###My little Schnauzer wishes -NONE- I would get out and walk with her . E_S ###SpeakerA23*t23 . ###Oh , really . E_S ###SpeakerB24*t24 . ###But , uh , I do n't know , E_S ###by the time -NONE- I get home -N401B1A , all -NONE- I want -N401B35 to do -N401B44 is just -NONE- collapse or sit down at my computer E_S ###and my fingers exercise more than anything now . E_S ###SpeakerA25*t25 . ###Right , E_S ###that 's the way -NONE- I am -N401D3B . E_S ###I just want -N401DB5 to sit down and relax . E_S ###Too tired -NONE- to exercise . E_S ###I did . E_S ###SpeakerB26*t26 . ###Yes . E_S ###Uh , do you ever ride a bike or anything like that . E_S ###SpeakerA27*t27 . ###I started -N401F77 riding my bike about a couple of months ago E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
127555:91	and no matter what the weather is --n4023c2 they can walk at a pretty good clip and, and not have --n4023fd to worry about the weather summer or winter.	###Right , E_S ###that 's the way -NONE- I am -N401D3B . E_S ###I just want -N401DB5 to sit down and relax . E_S ###Too tired -NONE- to exercise . E_S ###I did . E_S ###SpeakerB26*t26 . ###Yes . E_S ###Uh , do you ever ride a bike or anything like that . E_S ###SpeakerA27*t27 . ###I started -N401F77 riding my bike about a couple of months ago E_S ###and I 'd ride about two or three miles a day , E_S ###\[ but , \+ but \] it would last about a couple of weeks E_S ###and it got real cold for a little while E_S ###so I gave it up . E_S ###SpeakerB28*t28 . ###Here , about \[ the , \+ the \] most common exercise for people is -NONE- to go to the malls and walk , uh , E_S ###SpeakerA29*t29 . ###Walk around . E_S ###SpeakerB30*t30 . ###Because they 're enclosed E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
127793:67	and it goes into all the movies, --n402e8e previewing the movies that --n402ea5 are going --n402eb4 to be released --n402ec7 or behind the scenes.	###I just think , uh , you know , -NONE- \[ it 's , \+ It 's \] light reading . E_S ###SpeakerB47*t47 . ###If you 've only got a short time -NONE- -NONE- to read -N402713 . E_S ###SpeakerA48*t48 . ###You know , \[ you do n't have , \+ well , you do n't have \] -N4027E4 to concentrate , you know you know . E_S ###SpeakerB49*t49 . ###No , E_S ###that 's true . E_S ###SpeakerA50*t50 . ###It 's entertaining , you know , E_S ###and , uh , that 's , E_S ###\[ I just , \+ I \] enjoy it , E_S ###\[ I , \+ you know , I , \] uh . E_S ###Well , that ENTERTAINMENT \[ is , \+ is \] very , E_S ###\[ was n't that similar , \+ or is n't it similar \] \[ to , \+ to \] the TV GUIDE . E_S ###SpeakerB51*t51 . ###Uh , , no , E_S ###not really . E_S ###I mean , not the one -NONE- I take -N402D52 now . E_S ###\[ It 's a , \+ it 's a \] magazine E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
128305:35	occasionally, some ice skating will come on, on a sunday or during the olympics	###SpeakerANaN*t131-1 . ###SpeakerA131-2*t131-2 . ###-NONE- Says -NONE- he , E_S ###SpeakerBNaN*t131-2 . ###SpeakerB132*t132 . ###or , E_S ###SpeakerA133*t133 . ###No , E_S ###I do n't care anything about that . E_S ###SpeakerB134*t134 . ###Because I do n't either . E_S ###\[ I ca n't , \+ I ca n't \] watch it on T V , E_S ###SpeakerA135*t134 . ###SpeakerB135-1*t135-1 . ###so E_S ###SpeakerANaN*t135-1 . ###SpeakerA135-2*t135-2 . ###I like the ice skating , you know , E_S ###SpeakerBNaN*t135-2 . ###SpeakerA135.1*t135.1 . 	yes	yes	no	no	no	no	no	no	yes	S	no
128452:34	within reason, you know, you can lose weight or maintain your weight and your physical being	###SpeakerA41*t41 . ###and , uh , -N4023F4 to stay in condition , I did that , uh , just as a normal basis , E_S ###SpeakerB42*t42 . ###Yes . E_S ###SpeakerA43*t43 . ###and , uh , uh , I tell you -NONE- just by -NONE- doing it , uh , E_S ###well , example , this summer \[ I , \+ I \] was about fifteen pounds heavier than I wanted -N402621 to be -NONE- E_S ###so \[ I , \+ I \] increased , E_S ###I do three hundred sit ups a day now , but not \[ at that , \+ in the \] morning , E_S ###I do a hundred then E_S ###and then I do about a hundred before supper and about a hundred before I go to bed . E_S ###SpeakerB44*t44 . ###Uh-huh . E_S ###SpeakerA45*t45 . ###I lost fifteen pounds just by -NONE- doing that because you tighten your stomach muscles E_S ###SpeakerB46*t46 . ###Yes . E_S ###SpeakerA47*t47 . ###and , you know , you can eat anything -NONE- you want -N402AF2 , drink anything -NONE- you want -N402B11 , E_S ###but you do n't , you know , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
128489:81	but if you do some basic exercises and you say every morning, just like brushing your teeth you're going --n4039ec to spend fifteen minutes or a half hour.	###SpeakerA57*t57 . ###Well , that 's why Chuck , I think , uh , -NONE- if you did it on a daily basis and you did n't need elaborate things , you know , where you can make excuses like -N403448 -N40344F , E_S ###SpeakerB58*t57 . ###SpeakerB60*t60 . ###Yeah . E_S ###SpeakerA61*t61 . ###well , \[ I , \+ I \] like biking E_S ###and during the summer , I 'll do , you know , at least seventy-five miles a week and when I really was doing it -N4036D5 maybe a hundred and fifty , E_S ###SpeakerB62*t62 . ###Uh-huh . E_S ###SpeakerA63*t63 . ###but you ca n't , you know , E_S ###SpeakerB64*t64 . ###Uh-huh . E_S ###SpeakerA65*t65 . ###there 's excuses , weather E_S ###SpeakerB66*t66 . ###Yep . E_S ###SpeakerA67*t67 . ###or you do n't have time or something like that . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
128512:74	it's a, like it's something you either just really want --n403f86 to do --n403f95 it or you can't talk anyone into --n403fbc it.	###Uh-huh . E_S ###SpeakerA69*t68 . ###SpeakerB70*t70 . ###Uh-huh . E_S ###SpeakerA71*t71 . ###and once you start -N403BC6 getting into that , one , \+ you \] just feel good E_S ###SpeakerB72*t72 . ###Yes . E_S ###SpeakerA73*t73 . ###and you look a whole lot better . E_S ###SpeakerB74*t74 . ###Yes . E_S ###\[ Do you , \+ do you \] \+ does your wife \] participate in any of this E_S ###SpeakerA75*t75 . ###or , E_S ###Unfortunately not , E_S ###SpeakerB76*t76 . ###and there 's no way -NONE- I can get her to -NONE- -N403E99 . E_S ###SpeakerA77*t77 . ###Uh-huh . E_S 	yes	yes	no	no	no	no	yes	no	yes	S	no
128736:29	but we never actually went out and measured anything or did anything on one system.	###Uh , you suddenly \[ have a \+ have a \] even worse problem with -NONE- speeding than we do now . E_S ###SpeakerB40*t40 . ###Yeah , E_S ###you have a bunch of people trying -N4036BD to do ninety . E_S ###SpeakerA41*t41 . ###\[ Do , \+ do , \] \+ do \] you know , where you are -N40378A , do the schools emphasize the metric system . E_S ###SpeakerB42*t42 . ###Yeah , E_S ###in the engineering they all do pretty much . E_S ###SpeakerA43*t43 . ###No , E_S ###\[ I , \+ I , \] \+ I \] meant , \+ I meant \] down , like , in the elementary schools . E_S ###SpeakerB44*t44 . ###Oh , in the elementary schools . E_S ###I do n't know . E_S ###I would n't think so . E_S ###I remember -NONE- a ways back we did like conversions , E_S ###SpeakerA45*t45 . ###I mean , I think , E_S ###SpeakerB46*t46 . 	yes	yes	no	no	no	no	no	no	yes	S	no
128768:129	and, uh, i guess they'd have --n400bbc to consider how expensive the college is --n400bdf and how close to home, if they could handle --n400c0e being away for real long periods of time or if they need --n400c45 to be somewhere where they can drive home when they needed --n400c78 to get home --n400c8b --n400c92.	###SpeakerB2*t2 . ###Right . E_S ###SpeakerA3*t3 . ###Uh , that 's advice that I will need -N4000DF in time future for my children , rather than one that I have , uh , personal experience with -N400132 . E_S ###SpeakerB4*t4 . ###Uh-huh . E_S ###SpeakerA5*t5 . ###Uh , I suppose -NONE- I would ask what the child wants -N40029E to do -N4002AD in life and what the child hopes -NONE- \[ to , \+ to \] get -N4002F0 out of college and what sort of college -N400317 would best \[ meet , \+ meet \] those needs . E_S ###SpeakerB6*t6 . ###Uh-huh . E_S ###SpeakerA7*t6 . ###SpeakerB8*t8 . ###Right , E_S ###uh , -NONE- let 's see , E_S ###\[ when I , \+ when I \] went away to school -N4005E9 , I 'm trying -N400600 to think my criteria . E_S ###I guess -NONE- \[ when you 're , \+ when you 're \] eighteen or so -N40073C , uh , it -N400753 would be important -NONE- to know if it was a coed college . E_S ###SpeakerA9*t8 . ###SpeakerB10*t10 . ###That was \[ a , \+ a \] strict requirement for me . E_S ###Uh , again \[ what , \+ uh , how \] serious a person is -N4009B4 according to , uh , uh , you know , \[ what , \+ what \] they want -N4009F7 to get -N400A06 out of school , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
128793:82	and, uh, you have --n4019ae to be more flexible and more willing --n4019d1 to, uh, uh, adjust to other people's mannerisms and customs or ways of doing things.	###What advice would you give -N4010D9 . E_S ###SpeakerB12*t12 . ###What advice . E_S ###SpeakerA13*t12 . ###SpeakerB14*t14 . ###Oh , okay , uh , E_S ###SpeakerA15*t15 . ###I guess -NONE- one clear-cut piece of advice is by all means -NONE- visit the college campus . E_S ###SpeakerB16*t16 . ###Yes . E_S ###SpeakerA17*t17 . ###-NONE- Uh , stay in a dormitory if you can -NONE- . E_S ###-NONE- Go to classes , E_S ###-NONE- talk to faculty members and students . E_S ###SpeakerB18*t18 . ###Yes , E_S ###and also , uh , depending on how , uh , uh , adjustable -N401427 your child would be -N40143E , \[ or , \+ or \] flexible , I guess -NONE- it would be -NONE- , uh , E_S ###\[ if , \+ if \] they chose a college in a different part of the country that maybe \[ the , \+ they \] were unused to \[ their , \+ that , \] \+ the \] way -NONE- -N401656 they run things -N401669 , E_S ###I mean , \[ the , \+ the \] northern colleges are very different than the southern colleges , I think -NONE- -N401885 . E_S ###The people are different E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
128813:122	if they're used to the northern weather then the southern weather they might kind of feel like they need --n40229a to go out and play all the time, not be in --n4022d1 studying. if you're in florida or california.	###and , uh , you have -N4019AE to be more flexible and more willing -N4019D1 to , uh , uh , adjust to other people 's mannerisms and customs or ways of -NONE- doing things . E_S ###You know , you have -N401B60 to be a flexible person -N401B7B to be able -N401B8E to go all the way across country to something totally different than what you 're used to -N401BD9 . E_S ###Uh , E_S ###SpeakerA19*t19 . ###Yes , E_S ###I 'm thinking \[ what , \+ what \] problems my children might have -N401D94 in that , uh , E_S ###SpeakerB20*t20 . ###You think so . E_S ###SpeakerA21*t21 . ###but I agree with you . E_S ###SpeakerB22*t22 . ###Uh , -NONE- let 's see , E_S ###what else . E_S ###Uh , well , climate would be , you know , E_S ###you 'd have -N402018 to E_S ###SpeakerA23*t23 . ###Uh-huh . E_S ###SpeakerB24*t24 . ###you know , is somewhat , E_S ###\[ if , \+ uh , if \] it 's something different than the one -NONE- they 're used to -N402122 , I guess , uh , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
128817:104	i, i'd also advise them that, uh, if mom and dad paid for their college, that, uh, if they decided --n4024f7 to drop a course or decided that they need another year, then they'd have --n40253e to get a loan --n402555 to continue.	###Yes , E_S ###I 'm thinking \[ what , \+ what \] problems my children might have -N401D94 in that , uh , E_S ###SpeakerB20*t20 . ###You think so . E_S ###SpeakerA21*t21 . ###but I agree with you . E_S ###SpeakerB22*t22 . ###Uh , -NONE- let 's see , E_S ###what else . E_S ###Uh , well , climate would be , you know , E_S ###you 'd have -N402018 to E_S ###SpeakerA23*t23 . ###Uh-huh . E_S ###SpeakerB24*t24 . ###you know , is somewhat , E_S ###\[ if , \+ uh , if \] it 's something different than the one -NONE- they 're used to -N402122 , I guess , uh , E_S ###if they 're used to the northern weather then the southern weather they might kind of feel like they need -N40229A to go out and play all the time , not be in -N4022D1 studying . If you 're in Florida or California . E_S ###Uh , E_S ###SpeakerA25*t24 . ###SpeakerB26*t26 . 	yes	yes	no	no	no	no	no	no	yes	S	no
129330:26	but, unemployment --n4043e9 now in dallas, or in texas is up around six point,	###Yeah , E_S ###see , that 's the same thing here . E_S ###SpeakerA48*t48 . ###But we have , uh , E_S ###\[ one , \+ one \] thing that -N403DA0 effects us is -NONE- we have apartments that -N403DC7 are probably about a half mile away E_S ###and now the economy is bad , E_S ###they have trouble -N403F56 keeping those full E_S ###so they 've dropped the , uh , E_S ###they 're not nearly as selective as they used -N404050 to be -NONE- . E_S ###SpeakerB49*t49 . ###Yeah . E_S ###SpeakerA50*t50 . ###And , course , that 's kind of like a cancer in an apartment complex . E_S ###You start -N4041BF letting that happen E_S ###and they go down E_S ###and then before you know it you have drugs and a lot of other things E_S ###so , uh , I 'm sure -NONE- that aggravates it also . E_S ###SpeakerB51*t51 . ###Yeah . E_S ###SpeakerA52*t52 . 	yes	yes	no	no	no	no	no	no	yes	S	no
129768:34	i said if i knew beyond a doubt --n40263c or if i felt beyond a doubt --n40265f that he had done it, yeah, i guess i could convict him,	###Yeah . E_S ###SpeakerA43*t42 . ###SpeakerB44*t44 . ###Yeah , E_S ###well , it 's funny because when , you know , they interview you before you go on the jury \[ and \+ \] for capital murder -N40208B , E_S ###I was interviewed -N4021B6 by four attorneys for about five hours . E_S ###SpeakerA45*t45 . ###Right . E_S ###SpeakerB46*t45 . ###SpeakerA47*t47 . ###Wow . E_S ###SpeakerB48*t48 . ###And I , E_S ###the , E_S ###I was the , I think -NONE- -N4022E2 the ninety eighth person -NONE- they 'd interviewed -N402309 . E_S ###SpeakerA49*t49 . ###You 're kidding . E_S ###SpeakerB50*t50 . ###But , you know at the time when the guy kept -N40242E saying could you ever convict someone and do you think -NONE- you 'd ever know beyond a doubt -N40247D E_S ###and I said I ca n't imagine , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
129802:73	well, they can't, they can, i think --n403095 in the punishment phase but not in the guilt or innocence because he hasn't been, he hasn't been found --n4030f4 guilty of it.	###SpeakerA57*t57 . ###Oh , really . E_S ###SpeakerB58*t58 . ###But this particular case , I mean , they had a complete confession from the guy with a lot of things \[ that , \+ that \] the police had n't released -N402C5C E_S ###SpeakerA59*t59 . ###Okay . E_S ###SpeakerB60*t60 . ###so no one else would have known . E_S ###SpeakerA61*t61 . ###Oh . E_S ###SpeakerB62*t62 . ###\[ It was , \+ it was \] really pretty interesting . E_S ###SpeakerA63*t63 . ###Wow . E_S ###What , E_S ###SpeakerB64*t64 . ###Educational . E_S ###SpeakerA65*t65 . ###I guess -NONE- cases like that , I do n't see why they would n't bring in the new evidence from the other case -N402F6A . E_S ###SpeakerB66*t66 . 	yes	yes	no	no	no	no	no	no	yes	S-N403095	no
129837:27	and just depending on whether you say yes or no, uh, you, you can give him capital punishment	###although , \+ \] it 's \] not going -N403443 to take much -NONE- to prove that . E_S ###SpeakerA73*t73 . ###That works . E_S ###SpeakerB74*t73 . ###SpeakerA75*t75 . ###Right . E_S ###SpeakerB76*t76 . ###So , E_S ###SpeakerA77*t77 . ###Well , they pushing the death penalty . E_S ###SpeakerB78*t78 . ###Uh , yeah , E_S ###this guy is up for the death penalty . E_S ###SpeakerA79*t79 . ###Wow . E_S ###SpeakerB80*t80 . ###Uh , and in Texas \[ there is , \+ there is \] a couple of questions -NONE- you have -N4036CE to ask -N4036DD , uh , in the punishment phase . E_S ###Uh , for example , was the guy provoked -N403848 E_S ###and was the response reasonable given the provocation . E_S ###And there is a number of questions E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
129876:44	i mean, i don't know whether i'd stay in prison or not	###I mean , if you 're going -N404013 to put him in prison for life with no chance for parole , E_S ###SpeakerB88*t88 . ###Yeah , E_S ###but , E_S ###SpeakerA89*t88 . ###SpeakerB90*t90 . ###But then you have -N40416F to look at reality . E_S ###I mean , I think -NONE- , you know , normally \[ they , \+ they \] may get out E_S ###so , E_S ###SpeakerA91*t91 . ###That 's true . E_S ###SpeakerB92*t92 . ###But what is it worth -N404366 . E_S ###I do n't know . E_S ###SpeakerA93*t93 . ###Uh-huh . E_S ###SpeakerB94*t94 . ###Personally I do n't know which I would pick -N40442F if I had a choice for myself . E_S ###SpeakerA95*t95 . ###That 's true . E_S 	yes	yes	no	no	no	no	no	yes	yes	S	no
130040:62	well, i found out after --n4018c5 washing out many a peanut butter jar that they're not a recycling number one or two.	###SpeakerA39*t39 . ###Right . E_S ###SpeakerB40*t40 . ###and , uh , E_S ###SpeakerA41*t41 . ###Right , E_S ###I 'm really glad -NONE- they do it . E_S ###Uh , yeah , E_S ###I do news , mostly newspapers and , uh , plastic two liter diet Coke bottles . And aluminum cans some , E_S ###SpeakerB42*t42 . ###Yes , E_S ###yeah . E_S ###SpeakerA43*t43 . ###but I do n't use as many of those . E_S ###SpeakerB44*t44 . ###Uh-huh . E_S ###SpeakerA45*t45 . ###I guess -NONE- the ones that -N401615 are hard -NONE- -NONE- to convince yourself to do -N401640 are the ones \[ that you have -N40165F to really , \+ that -N401676 are really dirty that you have \] -N401695 to wash -N4016A4 out . E_S ###SpeakerB46*t46 . ###Yeah , E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
130233:71	now, you know, i mean somebody, a s-, s-, serial killer or somebody goes in and machine guns, you know, fifty, fifty children in a school yard,	###SpeakerB124*t124 . ###Or , our taxes do . E_S ###SpeakerA125*t125 . ###I mean , of course , we were hoping -NONE- \[ we were n't , \+ we were n't \] going -N4049B0 to have -N4049BF to pay for it , you know E_S ###SpeakerB126*t126 . ###Uh-huh . E_S ###SpeakerA127*t127 . ###but , I mean , what would somebody do -N404B5E with them . E_S ###SpeakerB128*t127 . ###SpeakerA1*t1 . ###So , how do you feel about capital punishment -N400036 . E_S ###SpeakerB2*t2 . ###Well , \[ I , \+ I 'm \] not really certain how I , \+ uh , I 'm not certain \[ that , \+ that \] it \] does a lot of good . I mean , that it \[ ends up , \+ ends up \] -N400166 effectively , uh , uh , uh , avoiding a lot of the crimes that -N4001A9 have capital punishment \+ penalties . \] E_S ###SpeakerA3*t3 . ###Right , E_S ###you do n't think , E_S ###SpeakerB4*t4 . ###Yet , on the other hand , uh , I do n't know , E_S ###I mean , there is things that E_S ###-NONE- seems like \[ it 's , \+ it 's , \] \+ it 's \] the right thing -NONE- -NONE- to do -N40062F . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
130353:76	i think it was outlawed --n40384b for a while, but, uh, by the supreme court, i mean, or, the interpretation of the constitution	###SpeakerA39*t39 . ###Oh , really . E_S ###SpeakerB40*t40 . ###\[ Where , \+ where \] are you calling from -N4030F3 . E_S ###SpeakerA41*t41 . ###Uh , right now I 'm in Utah , E_S ###but I 'm from Plano , Texas . E_S ###SpeakerB42*t42 . ###Oh , I see , E_S ###uh-huh . E_S ###SpeakerA43*t43 . ###So , uh , uh , what are the laws like -N4032CE in Texas . E_S ###SpeakerB44*t44 . ###\[ It 's , \+ Texas \] \[ is , \+ has , \] \+ is \] \[ one of the , \+ one of the \] s- , E_S ###well , E_S ###I guess -NONE- there is more and more states \[ that -N403525 are , \+ that -N403538 are \] going back to capital punishment . E_S ###Uh , Texas has had it for a while . E_S ###It 's one of the quickest , E_S ###\[ it , \+ it , \] E_S ###once \[ it was , \+ it was \] reallowed -N4037A6 , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
130589:20	and i went to a vineyard or two in germany.	###SpeakerA55*t55 . ###Yeah . E_S ###SpeakerB56*t56 . ###And , uh , what else are you planning -N402239 to do -N402248 , if anything . E_S ###SpeakerA57*t57 . ###Museums , you know , E_S ###-NONE- go to museums and , E_S ###SpeakerB58*t58 . ###Uh-huh . E_S ###Yeah , um , E_S ###SpeakerA59*t59 . ###Do you go to museums in Europe . E_S ###SpeakerB60*t60 . ###Uh , actually , no , E_S ###I do n't think -NONE- I went to any of them . E_S ###Uh , the closest thing -NONE- I did -N402557 was -NONE- go to some like , uh , restored castles and stuff . E_S ###SpeakerA61*t61 . ###Um . E_S ###SpeakerB62*t62 . ###\[ That , \+ there \] is some on that west coast of France E_S 	yes	yes	no	no	no	yes	no	no	yes	S	no
130722:82	but, uh, they have sort of like, uh, things that you c-, you're not like reimbursed for --n401b5d or paid for --n401b70.	###SpeakerB31*t31 . ###Okay , E_S ###no , E_S ###they do n't charge us that extra nickel . E_S ###SpeakerA32*t32 . ###That 's sort of nice , though . E_S ###SpeakerB33*t33 . ###Yeah , E_S ###\[ it , \+ it \] really is -NONE- . E_S ###Really what -N40177C happens is -NONE- we just get a penny a can back \[ off the , \+ off the \] price , if you want -N4017D7 to think of it that way . E_S ###SpeakerA34*t34 . ###Uh-huh . E_S ###SpeakerB35*t35 . ###So when we get like , uh , uh , a twelve pack -N40198F , then that 's like twelve cents back . E_S ###SpeakerA36*t36 . ###Yeah , E_S ###so you guys can actually get ahead . E_S ###SpeakerB37*t37 . ###Yeah . E_S ###SpeakerA38*t38 . 	yes	yes	no	no	no	no	no	no	yes	S	no
130777:64	it kind of reminds me of --n403030 using an a t m card, you know, --n40305f to get money or doing your banking.	###SpeakerA52*t52 . ###Yeah , E_S ###that 's , E_S ###SpeakerB53*t53 . ###In other words , -NONE- taking care of the environment \[ is , \+ is \] all well and good E_S ###SpeakerA54*t54 . ###Uh-huh . E_S ###SpeakerB55*t55 . ###but if it 's going -N402B0C to cost you -N402B1F to take care of the environment , they 're not quite as , uh likely -N402B62 to do it as \[ if , \+ uh , if \] you get something back for it . You know . E_S ###SpeakerA56*t56 . ###As likely -NONE- to do it . E_S ###SpeakerB57*t56 . ###SpeakerA58*t58 . ###Yeah . E_S ###SpeakerB59*t58 . ###SpeakerA60*t60 . ###Yeah , E_S ###that 's true . E_S ###SpeakerB61*t61 . ###\[ And , \+ uh , so , \] you know , if there are some energy savings or if there is some significant savings , anything that they can pass -N402E92 on to the consumer , you know , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
131265:36	you only have --n13966 to check in with the office once or twice a week	###SpeakerA85*t85 . ###and they 're probably , E_S ###I 'm sure , -NONE- in Dallas since you 're big places , a lot more women are , uh , working right out of their home with their P C 's or with their lap computers or whatever . E_S ###SpeakerB86*t86 . ###Yeah , E_S ###\[ I , \+ I 've \] heard of that . E_S ###Uh , I have n't really talked to anybody that -N13565 's , you know , too involved with that . E_S ###But , I mean , I think -NONE- that is a , E_S ###SpeakerA87*t87 . ###I think -NONE- that , E_S ###SpeakerB88*t88 . ###Like the cottage industry . E_S ###\[ Is , \+ is \] that what you 're talking about -N137A7 , women working out of their homes . E_S ###SpeakerA89*t89 . ###Right . E_S ###SpeakerB90*t90 . ###Yeah , E_S ###uh , I think -NONE- it 's wonderful . E_S ###SpeakerA91*t91 . ###Right . E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
131688:137	and my mother who --n400e1e is now, he's, my stepfather is dead, but my mother who --n400e65 is now seventy-one, i can remember her being, i believe --n400ea0 a sixteen --n400eaf or a fourteen --n400ec2 handicap,	###And , uh , E_S ###SpeakerB14*t14 . ###Course , I know -NONE- I watch my thirteen year old play now , you know , E_S ###and it 's like they do n't have a muscle in their body . E_S ###SpeakerA15*t15 . ###Oh , I know , E_S ###it 's just unreal . E_S ###\[ I , \+ you know , I 'm \] a guy that -N4007CF plays , E_S ###if I play a lot of golf , I play six to eight times a year E_S ###and that 's about it . E_S ###I figure -NONE- that 's my retirement game . E_S ###I really , E_S ###I come from a family of golfers . E_S ###SpeakerB16*t16 . ###Uh-huh . E_S ###SpeakerA17*t17 . ###I mean , I was raised -N400AEE by a man , my stepfather who , with a two handicap , I mean , \[ he , \+ he , \] \+ he , \] \+ -N400B61 he \] could get down on his knees and hit the ball , I mean , further than most people could hit it . E_S ###SpeakerB18*t18 . ###Sure . E_S ###SpeakerA19*t19 . 	yes	yes	no	no	no	no	no	no	yes	S	no
131692:34	they'd leave work and go to a golf course, or a little country club --n40122f they belonged to --n401246 back in richmond, virginia and just, uh, play nine holes of golf.	###SpeakerA15*t15 . ###Oh , I know , E_S ###it 's just unreal . E_S ###\[ I , \+ you know , I 'm \] a guy that -N4007CF plays , E_S ###if I play a lot of golf , I play six to eight times a year E_S ###and that 's about it . E_S ###I figure -NONE- that 's my retirement game . E_S ###I really , E_S ###I come from a family of golfers . E_S ###SpeakerB16*t16 . ###Uh-huh . E_S ###SpeakerA17*t17 . ###I mean , I was raised -N400AEE by a man , my stepfather who , with a two handicap , I mean , \[ he , \+ he , \] \+ he , \] \+ -N400B61 he \] could get down on his knees and hit the ball , I mean , further than most people could hit it . E_S ###SpeakerB18*t18 . ###Sure . E_S ###SpeakerA19*t19 . ###\[ And my mother who -N400E1E is now , \+ \[ he 's , \+ my stepfather is \] dead , but my mother who -N400E65 is now seventy-one , \] I can remember her being , I believe -N400EA0 a sixteen -N400EAF or a fourteen -N400EC2 handicap , E_S ###SpeakerB20*t19 . ###SpeakerA21*t21 . ###\[ but , \+ but , \] uh , all -NONE- they did -N4010CA every day in their life was -NONE- to play golf every , E_S 	yes	yes	no	no	no	no	no	no	yes	S	no
132029:43	and there is a little bitty mall that --n4027c8 looks kind of like, or, strip kind of center.	###that 's why I have so many different levels of P C -s around at the moment -N4023E2 . E_S ###SpeakerB57*t57 . ###Uh , here it is -N4024AC . E_S ###A T S Computers . E_S ###SpeakerA58*t58 . ###A T S . E_S ###SpeakerB59*t59 . ###Uh-huh . E_S ###SpeakerA60*t60 . ###And where are they at -N40257B . E_S ###SpeakerB61*t61 . ###Uh , do you know where , uh , Custer is -N4025F1 . E_S ###SpeakerA62*t62 . ###Oh , yeah . E_S ###SpeakerB63*t63 . ###Okay , E_S ###he 's , uh , uh , south of Renner \[ on , \+ on \] Custer . E_S ###SpeakerA64*t64 . ###MUMBLEx . E_S ###SpeakerB65*t65 . 	yes	yes	no	no	no	no	no	no	yes	S	no
